airline_code,airline_id,source_airport,source_airport_id,destination_airport,destination_airport_id,codeshare,stops,equipment
ME,3490.0,ABJ,253,LOS,273,,0,332
ME,3490.0,ACC,248,ABJ,253,,0,332
ME,3490.0,ACC,248,BEY,2177,,0,332
ME,3490.0,AMM,2170,BEY,2177,,0,321 320
ME,3490.0,ATH,3941,BEY,2177,,0,320
ME,3490.0,AUH,2179,BEY,2177,,0,320
ME,3490.0,BEY,2177,ACC,248,,0,332
ME,3490.0,BEY,2177,AMM,2170,,0,321 320
ME,3490.0,BEY,2177,ATH,3941,,0,320
ME,3490.0,BEY,2177,AUH,2179,,0,320
ME,3490.0,BEY,2177,BGW,4130,,0,321 320
ME,3490.0,BEY,2177,BRU,302,,0,320
ME,3490.0,BEY,2177,BSR,2234,,0,320
ME,3490.0,BEY,2177,CAI,1128,,0,320 321
ME,3490.0,BEY,2177,CDG,1382,,0,332
ME,3490.0,BEY,2177,DMM,2064,,0,320
ME,3490.0,BEY,2177,DOH,11051,,0,320
ME,3490.0,BEY,2177,DXB,2188,,0,332 320
ME,3490.0,BEY,2177,EBL,3989,,0,321 320
ME,3490.0,BEY,2177,EVN,3964,,0,320
ME,3490.0,BEY,2177,FCO,1555,,0,32S 320 319
ME,3490.0,BEY,2177,FRA,340,,0,320
ME,3490.0,BEY,2177,GVA,1665,,0,320
ME,3490.0,BEY,2177,IST,1701,,0,320 332 321
ME,3490.0,BEY,2177,JED,2072,,0,320 332
ME,3490.0,BEY,2177,KAN,270,,0,332
ME,3490.0,BEY,2177,KWI,2176,,0,320
ME,3490.0,BEY,2177,LCA,1197,,0,321 320
ME,3490.0,BEY,2177,LHR,507,,0,320 332
ME,3490.0,BEY,2177,LOS,273,,0,332
ME,3490.0,BEY,2177,MED,2074,,0,320
ME,3490.0,BEY,2177,MXP,1524,,0,320
ME,3490.0,BEY,2177,NJF,7490,,0,321
ME,3490.0,BEY,2177,OTP,1657,,0,73W
ME,3490.0,BEY,2177,RUH,2082,,0,320 332 321
ME,3490.0,BEY,2177,SVO,2985,,0,320 319
ME,3490.0,BEY,2177,TUN,287,Y,0,320
ME,3490.0,BGW,4130,BEY,2177,,0,321 320
ME,3490.0,BRU,302,BEY,2177,,0,320
ME,3490.0,BSR,2234,BEY,2177,,0,320
ME,3490.0,CAI,1128,BEY,2177,,0,320 321
ME,3490.0,CDG,1382,BEY,2177,,0,332
ME,3490.0,DMM,2064,BEY,2177,,0,320
ME,3490.0,DOH,11051,BEY,2177,,0,320
ME,3490.0,DXB,2188,BEY,2177,,0,332 320
ME,3490.0,EBL,3989,BEY,2177,,0,321 320
ME,3490.0,EVN,3964,BEY,2177,,0,320
ME,3490.0,FCO,1555,BEY,2177,,0,32S 319 320
ME,3490.0,FRA,340,BEY,2177,,0,320
ME,3490.0,GVA,1665,BEY,2177,,0,320
ME,3490.0,IST,1701,BEY,2177,,0,320 332 321
ME,3490.0,JED,2072,BEY,2177,,0,320 332
ME,3490.0,KAN,270,BEY,2177,,0,332
ME,3490.0,KWI,2176,BEY,2177,,0,320
ME,3490.0,LCA,1197,BEY,2177,,0,321 320
ME,3490.0,LHR,507,BEY,2177,,0,320 332
ME,3490.0,LOS,273,ABJ,253,,0,332
ME,3490.0,LOS,273,BEY,2177,,0,332
ME,3490.0,MXP,1524,BEY,2177,,0,320
ME,3490.0,NJF,7490,BEY,2177,,0,321
ME,3490.0,OTP,1657,BEY,2177,Y,0,73W
ME,3490.0,RUH,2082,BEY,2177,,0,320 332 321
ME,3490.0,SVO,2985,BEY,2177,,0,319 320
ME,3490.0,TUN,287,BEY,2177,Y,0,320
MF,5484.0,BKK,3885,FOC,3385,,0,738
MF,5484.0,BKK,3885,XMN,3383,,0,738
MF,5484.0,CAN,3370,FOC,3385,,0,737
MF,5484.0,CAN,3370,HGH,3386,,0,737
MF,5484.0,CAN,3370,JJN,6386,,0,737
MF,5484.0,CAN,3370,XMN,3383,,0,737
MF,5484.0,CGK,3275,FOC,3385,,0,738
MF,5484.0,CGK,3275,SIN,3316,,0,738
MF,5484.0,CGK,3275,XMN,3383,,0,738
MF,5484.0,CGO,3375,FOC,3385,,0,737 738
MF,5484.0,CGO,3375,HGH,3386,,0,737
MF,5484.0,CGO,3375,HRB,3400,,0,737
MF,5484.0,CGO,3375,INC,4085,,0,737
MF,5484.0,CGO,3375,LHW,3378,,0,737
MF,5484.0,CGO,3375,URC,3399,,0,737
MF,5484.0,CGO,3375,XMN,3383,,0,738 737
MF,5484.0,CGO,3375,XNN,6366,,0,737
MF,5484.0,CGQ,4380,HGH,3386,,0,737
MF,5484.0,CGQ,4380,NGB,3387,,0,737
MF,5484.0,CGQ,4380,NKG,3388,,0,737
MF,5484.0,CGQ,4380,TAO,3390,,0,737
MF,5484.0,CJU,2370,FOC,3385,,0,738
MF,5484.0,CJU,2370,XMN,3383,,0,738
MF,5484.0,CKG,3393,CSX,3371,,0,737
MF,5484.0,CKG,3393,FOC,3385,,0,737
MF,5484.0,CKG,3393,HGH,3386,,0,737
MF,5484.0,CKG,3393,KHN,3384,,0,737
MF,5484.0,CKG,3393,KWL,3372,,0,737
MF,5484.0,CKG,3393,LJG,4033,,0,737
MF,5484.0,CKG,3393,LXA,4097,,0,737
MF,5484.0,CKG,3393,TSN,3368,,0,737
MF,5484.0,CKG,3393,WUH,3376,,0,737
MF,5484.0,CKG,3393,XIY,3379,,0,737
MF,5484.0,CKG,3393,XMN,3383,,0,737
MF,5484.0,CKG,3393,XNN,6366,,0,737
MF,5484.0,CKG,3393,YIH,6361,,0,737
MF,5484.0,CSX,3371,CKG,3393,,0,737
MF,5484.0,CSX,3371,CTU,3395,,0,737
MF,5484.0,CSX,3371,FOC,3385,,0,737
MF,5484.0,CSX,3371,HET,6345,,0,737
MF,5484.0,CSX,3371,HGH,3386,,0,737
MF,5484.0,CSX,3371,JJN,6386,,0,737
MF,5484.0,CSX,3371,KWE,3394,,0,737
MF,5484.0,CSX,3371,LHW,3378,,0,737
MF,5484.0,CSX,3371,LZO,6399,,0,737
MF,5484.0,CSX,3371,MIG,6400,,0,737
MF,5484.0,CSX,3371,PEK,3364,,0,737
MF,5484.0,CSX,3371,TAO,3390,,0,737
MF,5484.0,CSX,3371,TPE,2276,,0,738 330
MF,5484.0,CSX,3371,TYN,3369,,0,737
MF,5484.0,CSX,3371,URC,3399,,0,737
MF,5484.0,CSX,3371,XIY,3379,,0,737
MF,5484.0,CSX,3371,XMN,3383,,0,737
MF,5484.0,CTU,3395,CSX,3371,,0,737
MF,5484.0,CTU,3395,FOC,3385,,0,737
MF,5484.0,CTU,3395,HGH,3386,,0,737
MF,5484.0,CTU,3395,WUH,3376,,0,737
MF,5484.0,CTU,3395,XMN,3383,,0,737
MF,5484.0,CZX,4109,FOC,3385,,0,737
MF,5484.0,CZX,4109,TYN,3369,,0,737
MF,5484.0,DAT,6344,TYN,3369,,0,737
MF,5484.0,DLC,3404,FOC,3385,,0,738
MF,5484.0,DLC,3404,HGH,3386,,0,738
MF,5484.0,DLC,3404,TAO,3390,,0,737
MF,5484.0,DLC,3404,TNA,4108,,0,737
MF,5484.0,DLC,3404,TSN,3368,,0,737
MF,5484.0,DLC,3404,XMN,3383,,0,738
MF,5484.0,FOC,3385,BKK,3885,,0,738
MF,5484.0,FOC,3385,CAN,3370,,0,737
MF,5484.0,FOC,3385,CGK,3275,,0,738
MF,5484.0,FOC,3385,CGO,3375,,0,737 738
MF,5484.0,FOC,3385,CJU,2370,,0,738
MF,5484.0,FOC,3385,CKG,3393,,0,737
MF,5484.0,FOC,3385,CSX,3371,,0,737
MF,5484.0,FOC,3385,CTU,3395,,0,737
MF,5484.0,FOC,3385,CZX,4109,,0,737
MF,5484.0,FOC,3385,DLC,3404,,0,738
MF,5484.0,FOC,3385,HAK,4120,,0,737
MF,5484.0,FOC,3385,HGH,3386,,0,737 738
MF,5484.0,FOC,3385,HRB,3400,,0,737
MF,5484.0,FOC,3385,KHH,2264,,0,737 738
MF,5484.0,FOC,3385,KMG,3382,,0,737
MF,5484.0,FOC,3385,KUL,3304,,0,738
MF,5484.0,FOC,3385,KWE,3394,,0,737
MF,5484.0,FOC,3385,KWL,3372,,0,737
MF,5484.0,FOC,3385,MFM,3121,,0,738
MF,5484.0,FOC,3385,NKG,3388,,0,737
MF,5484.0,FOC,3385,NNG,3373,,0,737
MF,5484.0,FOC,3385,PEK,3364,,0,737
MF,5484.0,FOC,3385,SHA,3391,,0,737
MF,5484.0,FOC,3385,SIN,3316,,0,738
MF,5484.0,FOC,3385,SYX,4030,,0,737
MF,5484.0,FOC,3385,SZX,3374,,0,737
MF,5484.0,FOC,3385,TAO,3390,,0,737
MF,5484.0,FOC,3385,TNA,4108,,0,737
MF,5484.0,FOC,3385,TPE,2276,,0,738
MF,5484.0,FOC,3385,TSA,2275,,0,737 738
MF,5484.0,FOC,3385,TSN,3368,,0,738
MF,5484.0,FOC,3385,TYN,3369,,0,737
MF,5484.0,FOC,3385,WUH,3376,,0,737
MF,5484.0,FOC,3385,XIY,3379,,0,737
MF,5484.0,FOC,3385,ZUH,6355,,0,737
MF,5484.0,HAK,4120,FOC,3385,,0,737
MF,5484.0,HAK,4120,HGH,3386,,0,737
MF,5484.0,HAK,4120,XMN,3383,,0,737
MF,5484.0,HET,6345,CSX,3371,,0,737
MF,5484.0,HET,6345,HGH,3386,,0,737
MF,5484.0,HET,6345,NKG,3388,,0,737
MF,5484.0,HET,6345,TNA,4108,,0,737
MF,5484.0,HET,6345,TSN,3368,,0,737
MF,5484.0,HFE,3389,TYN,3369,,0,737
MF,5484.0,HFE,3389,XMN,3383,,0,737
MF,5484.0,HGH,3386,CAN,3370,,0,737
MF,5484.0,HGH,3386,CGO,3375,,0,737
MF,5484.0,HGH,3386,CGQ,4380,,0,737
MF,5484.0,HGH,3386,CKG,3393,,0,737
MF,5484.0,HGH,3386,CSX,3371,,0,737
MF,5484.0,HGH,3386,CTU,3395,,0,737
MF,5484.0,HGH,3386,DLC,3404,,0,738
MF,5484.0,HGH,3386,FOC,3385,,0,738 737
MF,5484.0,HGH,3386,HAK,4120,,0,737
MF,5484.0,HGH,3386,HET,6345,,0,737
MF,5484.0,HGH,3386,HRB,3400,,0,737
MF,5484.0,HGH,3386,JJN,6386,,0,737
MF,5484.0,HGH,3386,KMG,3382,,0,737
MF,5484.0,HGH,3386,KWE,3394,,0,737
MF,5484.0,HGH,3386,LJG,4033,,0,737
MF,5484.0,HGH,3386,MFM,3121,,0,738
MF,5484.0,HGH,3386,NNG,3373,,0,737
MF,5484.0,HGH,3386,PEK,3364,,0,737
MF,5484.0,HGH,3386,SHE,4144,,0,737
MF,5484.0,HGH,3386,SJW,6347,,0,737
MF,5484.0,HGH,3386,SYX,4030,,0,737
MF,5484.0,HGH,3386,SZX,3374,,0,737
MF,5484.0,HGH,3386,TAO,3390,,0,737
MF,5484.0,HGH,3386,TNA,4108,,0,737
MF,5484.0,HGH,3386,TPE,2276,,0,738
MF,5484.0,HGH,3386,TSN,3368,,0,737
MF,5484.0,HGH,3386,TYN,3369,,0,737
MF,5484.0,HGH,3386,WUH,3376,,0,737
MF,5484.0,HGH,3386,XIY,3379,,0,737
MF,5484.0,HGH,3386,XMN,3383,,0,737
MF,5484.0,HKG,3077,JJN,6386,,0,738
MF,5484.0,HKG,3077,WUS,6391,,0,738
MF,5484.0,HKG,3077,XMN,3383,,0,738
MF,5484.0,HRB,3400,CGO,3375,,0,737
MF,5484.0,HRB,3400,FOC,3385,,0,737
MF,5484.0,HRB,3400,HGH,3386,,0,737
MF,5484.0,HRB,3400,KHN,3384,,0,737
MF,5484.0,HRB,3400,NKG,3388,,0,737
MF,5484.0,HRB,3400,TAO,3390,,0,737
MF,5484.0,HRB,3400,TSN,3368,,0,737
MF,5484.0,HRB,3400,YNZ,6393,,0,737
MF,5484.0,HSN,6395,JJN,6386,,0,737
MF,5484.0,HSN,6395,PEK,3364,,0,737
MF,5484.0,HSN,6395,XMN,3383,,0,737
MF,5484.0,ICN,3930,XMN,3383,,0,73H 738 73J
MF,5484.0,INC,4085,CGO,3375,,0,737
MF,5484.0,INC,4085,WUH,3376,,0,737
MF,5484.0,INC,4085,XIY,3379,,0,737
MF,5484.0,JJN,6386,CAN,3370,,0,737
MF,5484.0,JJN,6386,CSX,3371,,0,737
MF,5484.0,JJN,6386,HGH,3386,,0,737
MF,5484.0,JJN,6386,HKG,3077,,0,738
MF,5484.0,JJN,6386,HSN,6395,,0,737
MF,5484.0,JJN,6386,KWE,3394,,0,737
MF,5484.0,JJN,6386,MFM,3121,,0,738
MF,5484.0,JJN,6386,NKG,3388,,0,737
MF,5484.0,JJN,6386,PEK,3364,,0,737
MF,5484.0,JJN,6386,SHA,3391,,0,737
MF,5484.0,JJN,6386,SZX,3374,,0,737
MF,5484.0,JJN,6386,TPE,2276,,0,738
MF,5484.0,JJN,6386,WUH,3376,,0,737
MF,5484.0,JUH,9843,XMN,3383,,0,737
MF,5484.0,KHH,2264,FOC,3385,,0,737 738
MF,5484.0,KHH,2264,XMN,3383,,0,E90 738
MF,5484.0,KHN,3384,CKG,3393,,0,737
MF,5484.0,KHN,3384,HRB,3400,,0,737
MF,5484.0,KHN,3384,KMG,3382,,0,737
MF,5484.0,KHN,3384,SZX,3374,,0,737
MF,5484.0,KHN,3384,XIY,3379,,0,737
MF,5484.0,KHN,3384,XMN,3383,,0,737
MF,5484.0,KMG,3382,FOC,3385,,0,737
MF,5484.0,KMG,3382,HGH,3386,,0,737
MF,5484.0,KMG,3382,KHN,3384,,0,737
MF,5484.0,KMG,3382,KWE,3394,,0,737
MF,5484.0,KMG,3382,WUH,3376,,0,737
MF,5484.0,KMG,3382,XMN,3383,,0,737
MF,5484.0,KUL,3304,FOC,3385,,0,738
MF,5484.0,KUL,3304,XMN,3383,,0,738
MF,5484.0,KWE,3394,CSX,3371,,0,737
MF,5484.0,KWE,3394,FOC,3385,,0,737
MF,5484.0,KWE,3394,HGH,3386,,0,737
MF,5484.0,KWE,3394,JJN,6386,,0,737
MF,5484.0,KWE,3394,KMG,3382,,0,737
MF,5484.0,KWE,3394,XMN,3383,,0,737
MF,5484.0,KWL,3372,CKG,3393,,0,737
MF,5484.0,KWL,3372,FOC,3385,,0,737
MF,5484.0,KWL,3372,XMN,3383,,0,737
MF,5484.0,LHW,3378,CGO,3375,,0,737
MF,5484.0,LHW,3378,CSX,3371,,0,737
MF,5484.0,LHW,3378,WUH,3376,,0,737
MF,5484.0,LJG,4033,CKG,3393,,0,737
MF,5484.0,LJG,4033,HGH,3386,,0,737
MF,5484.0,LXA,4097,CKG,3393,,0,737
MF,5484.0,LZO,6399,CSX,3371,,0,737
MF,5484.0,MFM,3121,FOC,3385,,0,738
MF,5484.0,MFM,3121,HGH,3386,,0,738
MF,5484.0,MFM,3121,JJN,6386,,0,738
MF,5484.0,MFM,3121,XMN,3383,,0,738
MF,5484.0,MIG,6400,CSX,3371,,0,737
MF,5484.0,NGB,3387,CGQ,4380,,0,737
MF,5484.0,NGB,3387,XMN,3383,,0,737
MF,5484.0,NKG,3388,CGQ,4380,,0,737
MF,5484.0,NKG,3388,FOC,3385,,0,737
MF,5484.0,NKG,3388,HET,6345,,0,737
MF,5484.0,NKG,3388,HRB,3400,,0,737
MF,5484.0,NKG,3388,JJN,6386,,0,737
MF,5484.0,NKG,3388,SHE,4144,,0,737
MF,5484.0,NKG,3388,XIY,3379,,0,737
MF,5484.0,NKG,3388,XMN,3383,,0,737
MF,5484.0,NNG,3373,FOC,3385,,0,737
MF,5484.0,NNG,3373,HGH,3386,,0,737
MF,5484.0,NNG,3373,SZX,3374,,0,737
MF,5484.0,NNG,3373,XMN,3383,,0,737
MF,5484.0,PEK,3364,CSX,3371,,0,737
MF,5484.0,PEK,3364,FOC,3385,,0,737
MF,5484.0,PEK,3364,HGH,3386,,0,737
MF,5484.0,PEK,3364,HSN,6395,,0,737
MF,5484.0,PEK,3364,JJN,6386,,0,737
MF,5484.0,PEK,3364,WUS,6391,,0,737
MF,5484.0,PEK,3364,XMN,3383,,0,737
MF,5484.0,SHA,3391,FOC,3385,,0,737
MF,5484.0,SHA,3391,JJN,6386,,0,737
MF,5484.0,SHA,3391,XMN,3383,,0,737
MF,5484.0,SHE,4144,HGH,3386,,0,737
MF,5484.0,SHE,4144,NKG,3388,,0,737
MF,5484.0,SHE,4144,TAO,3390,,0,737
MF,5484.0,SHE,4144,TNA,4108,,0,737
MF,5484.0,SHE,4144,XMN,3383,,0,737
MF,5484.0,SIN,3316,CGK,3275,,0,738 332 333
MF,5484.0,SIN,3316,FOC,3385,,0,738
MF,5484.0,SIN,3316,XMN,3383,,0,738
MF,5484.0,SJW,6347,HGH,3386,,0,737
MF,5484.0,SYX,4030,FOC,3385,,0,737
MF,5484.0,SYX,4030,HGH,3386,,0,737
MF,5484.0,SYX,4030,XMN,3383,,0,737
MF,5484.0,SZX,3374,FOC,3385,,0,737
MF,5484.0,SZX,3374,HGH,3386,,0,737
MF,5484.0,SZX,3374,JJN,6386,,0,737
MF,5484.0,SZX,3374,KHN,3384,,0,737
MF,5484.0,SZX,3374,NNG,3373,,0,737
MF,5484.0,SZX,3374,TSN,3368,,0,737
MF,5484.0,SZX,3374,XMN,3383,,0,737
MF,5484.0,TAO,3390,CGQ,4380,,0,737
MF,5484.0,TAO,3390,CSX,3371,,0,737
MF,5484.0,TAO,3390,DLC,3404,,0,737
MF,5484.0,TAO,3390,FOC,3385,,0,737
MF,5484.0,TAO,3390,HGH,3386,,0,737
MF,5484.0,TAO,3390,HRB,3400,,0,737
MF,5484.0,TAO,3390,SHE,4144,,0,737
MF,5484.0,TAO,3390,XMN,3383,,0,737
MF,5484.0,TNA,4108,DLC,3404,,0,737
MF,5484.0,TNA,4108,FOC,3385,,0,737
MF,5484.0,TNA,4108,HET,6345,,0,737
MF,5484.0,TNA,4108,HGH,3386,,0,737
MF,5484.0,TNA,4108,SHE,4144,,0,737
MF,5484.0,TNA,4108,URC,3399,,0,737
MF,5484.0,TNA,4108,WUH,3376,,0,737
MF,5484.0,TNA,4108,XMN,3383,,0,737
MF,5484.0,TPE,2276,CSX,3371,,0,738 330
MF,5484.0,TPE,2276,FOC,3385,,0,738
MF,5484.0,TPE,2276,HGH,3386,,0,738
MF,5484.0,TPE,2276,JJN,6386,,0,738
MF,5484.0,TPE,2276,XMN,3383,,0,330 738
MF,5484.0,TSA,2275,FOC,3385,,0,737 738
MF,5484.0,TSA,2275,XMN,3383,,0,738
MF,5484.0,TSN,3368,CKG,3393,,0,737
MF,5484.0,TSN,3368,DLC,3404,,0,737
MF,5484.0,TSN,3368,FOC,3385,,0,738
MF,5484.0,TSN,3368,HET,6345,,0,737
MF,5484.0,TSN,3368,HGH,3386,,0,737
MF,5484.0,TSN,3368,HRB,3400,,0,737
MF,5484.0,TSN,3368,SZX,3374,,0,737
MF,5484.0,TSN,3368,WUH,3376,,0,737
MF,5484.0,TSN,3368,XIY,3379,,0,737
MF,5484.0,TSN,3368,XMN,3383,,0,738 737
MF,5484.0,TXN,6387,TYN,3369,,0,737
MF,5484.0,TXN,6387,XMN,3383,,0,737
MF,5484.0,TYN,3369,CSX,3371,,0,737
MF,5484.0,TYN,3369,CZX,4109,,0,737
MF,5484.0,TYN,3369,DAT,6344,,0,737
MF,5484.0,TYN,3369,FOC,3385,,0,737
MF,5484.0,TYN,3369,HFE,3389,,0,737
MF,5484.0,TYN,3369,HGH,3386,,0,737
MF,5484.0,TYN,3369,TXN,6387,,0,737
MF,5484.0,TYN,3369,XMN,3383,,0,737
MF,5484.0,URC,3399,CGO,3375,,0,737
MF,5484.0,URC,3399,CSX,3371,,0,737
MF,5484.0,URC,3399,TNA,4108,,0,737
MF,5484.0,URC,3399,WUH,3376,,0,737
MF,5484.0,URC,3399,XIY,3379,,0,737
MF,5484.0,WUH,3376,CKG,3393,,0,737
MF,5484.0,WUH,3376,CTU,3395,,0,737
MF,5484.0,WUH,3376,FOC,3385,,0,737
MF,5484.0,WUH,3376,HGH,3386,,0,737
MF,5484.0,WUH,3376,INC,4085,,0,737
MF,5484.0,WUH,3376,JJN,6386,,0,737
MF,5484.0,WUH,3376,KMG,3382,,0,737
MF,5484.0,WUH,3376,LHW,3378,,0,737
MF,5484.0,WUH,3376,TNA,4108,,0,737
MF,5484.0,WUH,3376,TSN,3368,,0,737
MF,5484.0,WUH,3376,URC,3399,,0,737
MF,5484.0,WUH,3376,XMN,3383,,0,737
MF,5484.0,WUS,6391,HKG,3077,,0,738
MF,5484.0,WUS,6391,PEK,3364,,0,737
MF,5484.0,WUS,6391,XMN,3383,,0,737
MF,5484.0,WXN,6403,XIY,3379,,0,737
MF,5484.0,WXN,6403,XMN,3383,,0,737
MF,5484.0,XIY,3379,CKG,3393,,0,737
MF,5484.0,XIY,3379,CSX,3371,,0,737
MF,5484.0,XIY,3379,FOC,3385,,0,737
MF,5484.0,XIY,3379,HGH,3386,,0,737
MF,5484.0,XIY,3379,INC,4085,,0,737
MF,5484.0,XIY,3379,KHN,3384,,0,737
MF,5484.0,XIY,3379,NKG,3388,,0,737
MF,5484.0,XIY,3379,TSN,3368,,0,737
MF,5484.0,XIY,3379,URC,3399,,0,737
MF,5484.0,XIY,3379,WXN,6403,,0,737
MF,5484.0,XIY,3379,XMN,3383,,0,737
MF,5484.0,XIY,3379,XNN,6366,,0,737
MF,5484.0,XMN,3383,BKK,3885,,0,738
MF,5484.0,XMN,3383,CAN,3370,,0,737
MF,5484.0,XMN,3383,CGK,3275,,0,738
MF,5484.0,XMN,3383,CGO,3375,,0,737 738
MF,5484.0,XMN,3383,CJU,2370,,0,738
MF,5484.0,XMN,3383,CKG,3393,,0,737
MF,5484.0,XMN,3383,CSX,3371,,0,737
MF,5484.0,XMN,3383,CTU,3395,,0,737
MF,5484.0,XMN,3383,DLC,3404,,0,738
MF,5484.0,XMN,3383,HAK,4120,,0,737
MF,5484.0,XMN,3383,HFE,3389,,0,737
MF,5484.0,XMN,3383,HGH,3386,,0,737
MF,5484.0,XMN,3383,HKG,3077,,0,738
MF,5484.0,XMN,3383,HSN,6395,,0,737
MF,5484.0,XMN,3383,ICN,3930,,0,73H 738 73J
MF,5484.0,XMN,3383,JUH,9843,,0,737
MF,5484.0,XMN,3383,KHH,2264,,0,E90 738
MF,5484.0,XMN,3383,KHN,3384,,0,737
MF,5484.0,XMN,3383,KMG,3382,,0,737
MF,5484.0,XMN,3383,KUL,3304,,0,738
MF,5484.0,XMN,3383,KWE,3394,,0,737
MF,5484.0,XMN,3383,KWL,3372,,0,737
MF,5484.0,XMN,3383,MFM,3121,,0,738
MF,5484.0,XMN,3383,NGB,3387,,0,737
MF,5484.0,XMN,3383,NKG,3388,,0,737
MF,5484.0,XMN,3383,NNG,3373,,0,737
MF,5484.0,XMN,3383,PEK,3364,,0,737
MF,5484.0,XMN,3383,SHA,3391,,0,737
MF,5484.0,XMN,3383,SHE,4144,,0,737
MF,5484.0,XMN,3383,SIN,3316,,0,738
MF,5484.0,XMN,3383,SYX,4030,,0,737
MF,5484.0,XMN,3383,SZX,3374,,0,737
MF,5484.0,XMN,3383,TAO,3390,,0,737
MF,5484.0,XMN,3383,TNA,4108,,0,737
MF,5484.0,XMN,3383,TPE,2276,,0,738 330
MF,5484.0,XMN,3383,TSA,2275,,0,738
MF,5484.0,XMN,3383,TSN,3368,,0,738 737
MF,5484.0,XMN,3383,TXN,6387,,0,737
MF,5484.0,XMN,3383,TYN,3369,,0,737
MF,5484.0,XMN,3383,WUH,3376,,0,737
MF,5484.0,XMN,3383,WUS,6391,,0,737
MF,5484.0,XMN,3383,WXN,6403,,0,737
MF,5484.0,XMN,3383,XIY,3379,,0,737
MF,5484.0,XMN,3383,YIH,6361,,0,737
MF,5484.0,XMN,3383,YNZ,6393,,0,737
MF,5484.0,XMN,3383,ZUH,6355,,0,737
MF,5484.0,XNN,6366,CGO,3375,,0,737
MF,5484.0,XNN,6366,CKG,3393,,0,737
MF,5484.0,XNN,6366,XIY,3379,,0,737
MF,5484.0,YIH,6361,CKG,3393,,0,737
MF,5484.0,YIH,6361,XMN,3383,,0,737
MF,5484.0,YNZ,6393,HRB,3400,,0,737
MF,5484.0,YNZ,6393,XMN,3383,,0,737
MF,5484.0,ZUH,6355,FOC,3385,,0,737
MF,5484.0,ZUH,6355,XMN,3383,,0,737
MH,3378.0,ADL,3341,KUL,3304,,0,333
MH,3378.0,AKL,2006,KUL,3304,,0,772
MH,3378.0,AMM,2170,BKK,3885,Y,0,330
MH,3378.0,AMS,580,HEL,421,Y,0,320
MH,3378.0,AMS,580,KUL,3304,,0,772
MH,3378.0,AMS,580,ZRH,1678,Y,0,737
MH,3378.0,AOR,3296,KUL,3304,,0,738 734
MH,3378.0,AOR,3296,SZB,3408,Y,0,AT7
MH,3378.0,ATL,3682,ORD,3830,Y,0,E75 CR7
MH,3378.0,AUH,2179,KUL,3304,,0,333
MH,3378.0,AUH,2179,KWI,2176,,0,320
MH,3378.0,AUH,2179,MCT,2194,Y,0,320
MH,3378.0,BAH,2057,BKK,3885,,0,330 332
MH,3378.0,BBN,6220,MUR,3265,Y,0,DHT
MH,3378.0,BBN,6220,MYY,3266,Y,0,DHT
MH,3378.0,BKI,3269,BTU,3262,Y,0,AT7
MH,3378.0,BKI,3269,BWN,3272,,0,320
MH,3378.0,BKI,3269,HKG,3077,,0,738 320
MH,3378.0,BKI,3269,ICN,3930,Y,0,738
MH,3378.0,BKI,3269,KCH,3263,,0,738
MH,3378.0,BKI,3269,KUD,6222,Y,0,DHT
MH,3378.0,BKI,3269,KUL,3304,,0,738 734
MH,3378.0,BKI,3269,LBU,3270,,0,738 AT7
MH,3378.0,BKI,3269,LDU,3268,Y,0,AT7
MH,3378.0,BKI,3269,LWY,6219,Y,0,DHT
MH,3378.0,BKI,3269,MYY,3266,Y,0,AT7
MH,3378.0,BKI,3269,MZV,4056,,0,AT7
MH,3378.0,BKI,3269,NRT,2279,,0,738
MH,3378.0,BKI,3269,PER,3351,,0,738
MH,3378.0,BKI,3269,PPS,2433,,0,AT7
MH,3378.0,BKI,3269,PVG,3406,,0,738
MH,3378.0,BKI,3269,SBW,3267,Y,0,AT7
MH,3378.0,BKI,3269,SDK,4141,,0,738 AT7
MH,3378.0,BKI,3269,SIN,3316,Y,0,320 319
MH,3378.0,BKI,3269,TPE,2276,,0,738
MH,3378.0,BKI,3269,TWU,3271,,0,738
MH,3378.0,BKK,3885,AMM,2170,Y,0,330
MH,3378.0,BKK,3885,BAH,2057,,0,330 332
MH,3378.0,BKK,3885,CAI,1128,Y,0,773
MH,3378.0,BKK,3885,CEI,3932,Y,0,320
MH,3378.0,BKK,3885,KUL,3304,,0,738
MH,3378.0,BKK,3885,PEN,3308,Y,0,734
MH,3378.0,BKM,6218,LWY,6219,Y,0,DHT
MH,3378.0,BLR,3131,KUL,3304,,0,738
MH,3378.0,BNE,3320,KUL,3304,,0,333
MH,3378.0,BOM,2997,KUL,3304,,0,772 738
MH,3378.0,BTH,3903,SZB,3408,Y,0,AT7
MH,3378.0,BTJ,3294,PEN,3308,Y,0,AT7
MH,3378.0,BTU,3262,BKI,3269,Y,0,AT7
MH,3378.0,BTU,3262,KCH,3263,,0,738
MH,3378.0,BTU,3262,KUL,3304,,0,738
MH,3378.0,BTU,3262,MYY,3266,Y,0,AT7
MH,3378.0,BTU,3262,SBW,3267,Y,0,AT7
MH,3378.0,BWN,3272,BKI,3269,,0,320
MH,3378.0,BWN,3272,KUL,3304,,0,738
MH,3378.0,BWN,3272,MZV,4056,Y,0,AT7
MH,3378.0,CAI,1128,BKK,3885,Y,0,773
MH,3378.0,CAN,3370,KUL,3304,,0,738 333
